Clusters,Value,Value,Value,Value,Value,Value,Value,Value,Value.1,Value.1,Value.1,Value.1,Value.1,Value.1,Value.1,Value.1,Value.2,Value.2,Value.2,Value.2,Value.2,Value.2,Value.2,Value.2,Value.3,Value.3,Value.3,Value.3,Value.3,Value.3,Value.3,Value.3,Value.4,Value.4,Value.4,Value.4,Value.4,Value.4,Value.4,Value.4,Value.5,Value.5,Value.5,Value.5,Value.5,Value.5,Value.5,Value.5,Value.6,Value.6,Value.6,Value.6,Value.6,Value.6,Value.6,Value.6,Value.7,Value.7,Value.7,Value.7,Value.7,Value.7,Value.7,Value.7,Value.8,Value.8,Value.8,Value.8,Value.8,Value.8,Value.8,Value.8,Value.9,Value.9,Value.9,Value.9,Value.9,Value.9,Value.9,Value.9,Value.10,Value.10,Value.10,Value.10,Value.10,Value.10,Value.10,Value.10,Value.11,Value.11,Value.11,Value.11,Value.11,Value.11,Value.11,Value.11,Value.12,Value.12,Value.12,Value.12,Value.12,Value.12,Value.12,Value.12,Value.15,Value.15,Value.15,Value.15,Value.15,Value.15,Value.15,Value.15,Value.17,Value.17,Value.17,Value.17,Value.17,Value.17,Value.17,Value.17,Value.18,Value.18,Value.18,Value.18,Value.18,Value.18,Value.18,Value.18,Value.19,Value.19,Value.19,Value.19,Value.19,Value.19,Value.19,Value.19,Value.20,Value.20,Value.20,Value.20,Value.20,Value.20,Value.20,Value.20,Value.21,Value.21,Value.21,Value.21,Value.21,Value.21,Value.21,Value.21,Value.22,Value.22,Value.22,Value.22,Value.22,Value.22,Value.22,Value.22,Value.23,Value.23,Value.23,Value.23,Value.23,Value.23,Value.23,Value.23,Value.24,Value.24,Value.24,Value.24,Value.24,Value.24,Value.24,Value.24,Value.25,Value.25,Value.25,Value.25,Value.25,Value.25,Value.25,Value.25,Value.26,Value.26,Value.26,Value.26,Value.26,Value.26,Value.26,Value.26,Value.27,Value.27,Value.27,Value.27,Value.27,Value.27,Value.27,Value.27,Value.28,Value.28,Value.28,Value.28,Value.28,Value.28,Value.28,Value.28,Value.29,Value.29,Value.29,Value.29,Value.29,Value.29,Value.29,Value.29,Value.30,Value.30,Value.30,Value.30,Value.30,Value.30,Value.30,Value.30,Value.31,Value.31,Value.31,Value.31,Value.31,Value.31,Value.31,Value.31,Value.32,Value.32,Value.32,Value.32,Value.32,Value.32,Value.32,Value.32,Value.33,Value.33,Value.33,Value.33,Value.33,Value.33,Value.33,Value.33,Value.34,Value.34,Value.34,Value.34,Value.34,Value.34,Value.34,Value.34,Value.35,Value.35,Value.35,Value.35,Value.35,Value.35,Value.35,Value.35,Value.36,Value.36,Value.36,Value.36,Value.36,Value.36,Value.36,Value.36,Value.37,Value.37,Value.37,Value.37,Value.37,Value.37,Value.37,Value.37,Value.38,Value.38,Value.38,Value.38,Value.38,Value.38,Value.38,Value.38,Value.39,Value.39,Value.39,Value.39,Value.39,Value.39,Value.39,Value.39,Value.40,Value.40,Value.40,Value.40,Value.40,Value.40,Value.40,Value.40,Value.41,Value.41,Value.41,Value.41,Value.41,Value.41,Value.41,Value.41,Value.42,Value.42,Value.42,Value.42,Value.42,Value.42,Value.42,Value.42,Value.43,Value.43,Value.43,Value.43,Value.43,Value.43,Value.43,Value.43,Value.44,Value.44,Value.44,Value.44,Value.44,Value.44,Value.44,Value.44,Value.45,Value.45,Value.45,Value.45,Value.45,Value.45,Value.45,Value.45,Value.46,Value.46,Value.46,Value.46,Value.46,Value.46,Value.46,Value.46,Value.47,Value.47,Value.47,Value.47,Value.47,Value.47,Value.47,Value.47,Value.48,Value.48,Value.48,Value.48,Value.48,Value.48,Value.48,Value.48,Value.49,Value.49,Value.49,Value.49,Value.49,Value.49,Value.49,Value.49
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
0,148.0,88.19282420727782,4.253503782649564,51.78703599699995,88.44444275000006,88.8888854999998,89.33333587999999,89.33333588,148.0,32.986755592606116,0.3417265614214447,29.92011371133685,32.961252038723956,33.01921499755208,33.07587794835938,33.30953673510417,148.0,102.12937645998875,0.5846535636742706,100.08202306343749,101.8736916401042,102.0665150441146,102.5499204746546,103.22384452645836,148.0,39.8621928891903,0.5641619630237522,34.405932672631586,39.89238688354166,39.92120858052084,39.954423193146376,40.34761328473686,148.0,9.092549643676389,0.5517708745537178,8.480442817020831,8.752319650049479,8.837921861308006,9.564866387541667,11.507432559635419,148.0,-0.11385372985074559,0.0072749532366343985,-0.12235274384210527,-0.11922867483593752,-0.11621503432812502,-0.11070909140879934,-0.09726373037499998,148.0,-0.1154489895768947,0.008922803847249524,-0.12606181951578949,-0.12197019927604166,-0.11997809757291672,-0.10894560765263159,-0.09483012653125,148.0,0.06631091052627894,0.03390213894571619,-0.008751656556842104,0.04522312435956634,0.06867416154281798,0.09106168910937502,0.14879043582291665,148.0,77.31721321755128,18.874258100695187,35.10695910447916,58.65245244880209,86.44700093803894,92.53744471109376,96.3992906274737,148.0,77.1786831178423,18.983859041361328,34.689036389270825,58.30904143065105,86.3553096620252,92.87455330283856,96.32901257947367,148.0,70.51915937378973,11.072812616308415,46.08644626052634,62.43791775895833,68.9409401158569,78.6239441331653,95.98687993105266,148.0,70.50323911468145,11.065978599935258,46.11065059431581,62.40249104312502,68.91304159372805,78.62626575803758,95.90419648821052,148.0,73.37306834920064,9.274173884880732,52.68115756410525,67.36135550385417,73.40927918760417,80.12553601429686,90.08837609505262,148.0,86.74412726673911,1.6501224639488286,80.14583547927081,85.72721735090187,86.79854146609375,87.82329418242188,90.30920608822915,148.0,2.619236697891131,7.156893795353368,0.09617650687500001,0.1784447137812499,0.1915982610625,0.26024197061784504,43.93098957333333,148.0,6.675251448314383,0.0077781043713845135,6.653015459562501,6.6697686750890615,6.6755083236818535,6.680531866728558,6.6943591783958345,148.0,0.18218984680298753,0.015073087346657334,0.16333897567708336,0.17014843516927086,0.17320902315625003,0.2003403014140625,0.21613458766666674,148.0,-0.020218909342515263,0.018253091544309756,-0.049560546999999934,-0.03649047882552083,-0.020254231433229165,-0.006458389947916666,0.029666831677083328,148.0,-0.10072028033219287,0.024322141633786553,-0.16004469351578945,-0.11517792386979168,-0.09394515903124998,-0.08430059230468746,-0.045402456406250014,148.0,-0.0007403180409977518,0.0004121294403631701,-0.001403407166666666,-0.0010969261846217116,-0.0007834227789473674,-0.0004831419947916667,0.00027627550555607,148.0,-0.003820213869305891,0.0013347995426510352,-0.007039576302083336,-0.004821424541776314,-0.0035558280651041617,-0.0027285308904535905,-0.0007911384291643928,148.0,0.00168516526044647,0.00638209485565443,-0.024137998479166672,-0.001284900494531111,0.003539191677850876,0.005409083303645828,0.0118756902375,148.0,4.642479884233521,0.04105818659201109,4.56779494884375,4.6049470553880205,4.631555281588541,4.6868819009642815,4.7282750954166675,148.0,5.514509384436181,0.022744255180851606,5.35637234896875,5.504054850572917,5.5161377862083345,5.527154203694737,5.568023691562501,148.0,0.10378480750049997,0.18682294126383955,-0.0012045314094736865,0.0,0.004327883106146746,0.10089205444010421,0.7899987281562502,148.0,2.5242799849686923,0.02909749186200541,2.482790765385417,2.4960785081712986,2.530757479624878,2.548233702174479,2.5848887869999997,148.0,1.7815922356805287,0.03384995952637682,1.6789252218645832,1.7644286121875001,1.7897199516666662,1.8039219394800985,1.84389782446875,148.0,2948.5275722195465,129.3605476283318,2404.290543292189,2849.5695486731097,2993.300291677083,3041.7480189348967,3199.4739075,148.0,0.04287209769026783,0.036868496701612366,0.002400112197916665,0.030885218942708337,0.04106272475520832,0.04737152390128837,0.3772888549166667,148.0,698.7113764110362,323.1446720658134,42.97784741708333,493.72436513860924,665.8354600114913,910.7435457385209,1638.6727732954166,148.0,93.42452476181981,146.69401040665622,49.77673641812502,51.705730567552074,55.651586636666664,57.21344122226562,865.0602646972919,148.0,996.8783304509744,483.1814683757474,15.812198489687491,670.8906353086614,1007.4237109136147,1350.9035048386481,2379.009027757031,148.0,1.644304555438493,0.019144074832777098,1.6018452234479164,1.6329851656484373,1.6415702325614585,1.6534578108238482,1.6903458907708344,148.0,401.72595302044687,4857.810101944912,2.392698824364584,2.411185509120861,2.416057844793148,2.4231200130989587,59100.22695711286,148.0,24.130371094507304,0.09891311166124385,23.897733527263153,24.066912174140626,24.12516243244792,24.21572627635417,24.29690742458334,148.0,5.560675419482013,0.048856256695709074,5.437533500249995,5.522002299801235,5.542729184046875,5.609992984780919,5.653935437452632,148.0,2.8923804294984556,0.42771784867005225,2.278985809852632,2.415327359278645,2.86187325203898,3.3710060470026044,3.5056448156736826,148.0,2.876993885598753,0.4215092426682059,2.316790981915789,2.4047820646822915,2.8499464013645834,3.3441360064552637,3.5360935617765956,148.0,0.27370413287382084,0.007263736509900797,0.2557488954791666,0.269340788828125,0.2751857275416666,0.27966991971932575,0.29080518235789476,148.0,5.310153097685639,0.04662427697387501,5.210049673979165,5.271668210778948,5.2969446306354175,5.356390561911458,5.40004045086316,148.0,5.2044706325656245,0.04542113671764245,5.119262891479167,5.166120696765622,5.189770020557292,5.249146221809895,5.290887591757896,148.0,0.268790132752733,0.02637080510526704,0.2256455764791667,0.24634372331770835,0.25724847785937494,0.2946829446171876,0.3249054639157895,148.0,0.6781716469048873,0.017003411858122017,0.6491474844791666,0.6639320116197919,0.6737247568837721,0.6956043554036454,0.7105516352105264,148.0,-0.02013900249179067,0.0010752881999735182,-0.021764987145833328,-0.020874629489720395,-0.020241624435087716,-0.019889427396724533,-0.01715769647916667,148.0,-0.014820982369762868,0.004713484793049216,-0.02938987265625001,-0.01853039953385418,-0.014152602218750008,-0.011246619322916672,-0.0035075681770892187,148.0,0.002593331594804745,0.00022180369861430393,0.002441406000000005,0.0024417688385416714,0.002467600968750004,0.0026709178020833347,0.0032295123229166656,148.0,32.88297292394077,0.40186499465400943,31.580727776135433,32.645466540238495,32.981023857285635,33.17306204596353,33.638816436041665
1,10.0,85.35616182142735,11.57425271011723,52.43167345145977,88.55076475439674,89.04906353480742,89.33333588,89.33333588000004,10.0,31.230071074619662,4.468869079916005,21.205869147789464,29.36708059136086,32.53814040295487,33.07179302140964,37.858838405169806,10.0,107.92988242974647,8.756380560392381,96.46744410229167,101.70256727979186,106.42079734111306,110.82801962600469,122.99469234989472,10.0,31.76203476096495,7.1432327332933,17.862635544894744,30.841734019936286,32.346835145432024,36.0492598757008,39.96806239073684,10.0,7.402832969344613,2.0232394971819625,3.6372898312631583,7.476353004903269,8.315418970260765,8.726693326019626,8.777538388937499,10.0,-0.1157174879023684,0.005603904118166233,-0.11917198501041669,-0.11892580842898552,-0.11752206434842769,-0.1153490722696272,-0.10053972214942529,10.0,-0.11230421762647498,0.00826219958566595,-0.12354516458333333,-0.12011853911947797,-0.11080345851578949,-0.106212312507186,-0.10088616527083334,10.0,0.08400171415303531,0.028868489581397982,0.022190345190218386,0.06991846336222485,0.09257281986098398,0.09986200090431727,0.12564576236000002,10.0,74.03896844913659,18.019628951964,51.340415699999994,58.25093756991963,72.01235854276345,89.55116900119693,96.77492431325304,10.0,73.83440459887625,18.14854392290005,50.94716987622224,57.90073812770039,71.90712004879249,89.44956130371561,96.71055897120485,10.0,67.51493079936739,20.15947121451673,45.16794645802083,48.89879796590698,64.78182387941133,83.90853777194731,96.77669589469878,10.0,67.48009744921399,20.15146921695942,45.132205168958336,48.90116610541728,64.6965023403243,83.86000914720054,96.71727320674697,10.0,71.16534455511082,7.177522145821996,62.670194549199984,67.40156247550695,69.34696970107788,73.9667427863065,84.49217996180721,10.0,86.98505673141844,2.263706944264887,81.94204322195651,85.94001033586576,87.302058397424,88.24739984604037,90.1305513929885,10.0,7.9533212118493015,20.635806694249386,0.09661090785263161,0.16891053522351976,0.49958826329610095,3.147681983680013,66.43028921084336,10.0,6.545789785347298,0.41273656999852787,5.371426245287356,6.667438503336733,6.677518879123398,6.6816572660560585,6.6881115833750036,10.0,0.20219986325207517,0.047081249825289315,0.13574709359999987,0.17837011747056802,0.19607268382058188,0.212453699541047,0.3152894568266667,10.0,-0.011077035601984192,0.014259435047234866,-0.04374634957471265,-0.013465463593504328,-0.009821889254724159,-0.00559879170020023,0.013433029418666663,10.0,-0.09025917807650066,0.016947461212489915,-0.13457294381609194,-0.09102752221712852,-0.08705531160514873,-0.08396527505019025,-0.06996968725333338,10.0,-0.0008858447607236139,0.0002722022832587243,-0.0012708632187500022,-0.0010902660728070181,-0.0008379897666666663,-0.0007786629188420342,-0.0003443145747126439,10.0,-0.00420378279772778,0.0012561254621622294,-0.005772779455555559,-0.005238924719429346,-0.00449188487757928,-0.0033715424931578903,-0.002279274395833338,10.0,0.0014387832508514107,0.005750969185184228,-0.007369525410526315,-0.0030566407828663766,0.00355418886881961,0.005444438548627,0.007850470053333334,10.0,3.915901912042096,1.0778597369399288,1.960398969189473,3.8205925132462273,4.381945321528503,4.59481389109237,4.826324850333334,10.0,4.950114935535597,0.9837139762571667,2.5583541938160925,5.1851583248340125,5.3573068872757865,5.482051468513509,5.558748404208334,10.0,0.1771427553437686,0.24398151723914932,-4.212791458333334e-06,3.987278688282627e-05,0.07036834411942072,0.26504229048157896,0.7587080590602411,10.0,2.2520717686499303,0.39210296214820456,1.5098382319885064,2.2106361403527677,2.405159475400845,2.499128028387335,2.5866149477469875,10.0,1.4232686607171061,0.37050840331445106,0.7242786968736841,1.4035403312620995,1.5425773896533332,1.650839896229166,1.787586125951807,10.0,2088.3486751819887,579.020535555344,1078.5170549531585,2002.9162920666033,2229.976607888491,2377.8145900853083,3014.822392108434,10.0,0.03660223550251773,0.01417107796363901,0.018916506055555542,0.024214278156636147,0.035698875943461356,0.04834281969764065,0.05575482786458332,10.0,652.160404222997,431.13564492921444,43.058947652452815,342.7167146199138,620.2369605049403,881.5308832902816,1516.2255245266417,10.0,53.619284584216224,2.67055872175224,50.800765742065224,51.01273457551022,53.69441713974386,55.47683854788323,57.81438954701154,10.0,786.5406994178436,502.2531483361316,15.54971626509434,325.85200975128214,916.6215275771679,1082.9738920561883,1459.4223364243678,10.0,1.5336246736903485,0.2480441117216287,1.040557528034483,1.6443369987534515,1.6474117900236842,1.6548100756317938,1.6585649139433964,10.0,2.255794760515411,0.34017318647815464,1.5601242162643674,2.3984277968183125,2.4155461521645836,2.4172420409518365,2.437089758075471,10.0,22.563145106804004,3.3924594375011976,15.63076563151724,24.031564572735196,24.115512116763853,24.21084108060417,24.403670581320753,10.0,4.823952197736239,0.9364336571736326,3.0272503499655175,4.875716506618334,5.191578298932722,5.362017814070311,5.5493310353396215,10.0,2.371492559341317,0.6329791988546568,1.3570807321609195,2.0019946327614577,2.4174739428699756,2.7447163083197372,3.4791304733253003,10.0,2.72627648524154,0.5734261928919224,1.8409510480210518,2.3525161140246986,2.769941812035526,3.182945694930706,3.4764301718301884,10.0,0.3692967114989538,0.11976536852610488,0.25567312040625007,0.2828669108133158,0.31408972435338167,0.4383638843015094,0.57447572845977,10.0,4.39902048877791,1.1688774829104067,2.205682324463159,4.568457309099873,4.922225003625604,5.049369418768858,5.297217891795182,10.0,4.332741455196665,1.1562960589308768,2.1656522514210517,4.487199817348365,4.849869929227777,5.000136947361649,5.1924564062530125,10.0,0.38448020345154116,0.10875801819685532,0.258902146120482,0.2911350492630208,0.36858220814649767,0.43478054623999995,0.5653625107701148,10.0,0.7166132949474464,0.07484643195536346,0.625071047473684,0.6673961753984377,0.690428946517995,0.771455046563019,0.837982344896552,10.0,-0.019963317033693598,0.0007366617254537197,-0.021635396445783127,-0.020259599044078945,-0.019951158453773585,-0.019378413772028986,-0.01914273729166666,10.0,-0.013881904224341896,0.0058458198333671855,-0.02309296049056604,-0.01693840102523349,-0.013218395480491998,-0.010206733791228068,-0.006118581973333332,10.0,0.002575419772403726,0.00012409882365413733,0.0024414060000000036,0.002458178304900186,0.002582460960404119,0.0026391669268421075,0.0027682914111111126,10.0,26.050174589789076,7.658276789492153,11.592564675052625,25.497563874460315,28.86105419730302,30.758340576562492,33.3846049026506
2,81.0,87.28490775730634,9.219860921221882,24.35748746484782,88.45389897872344,89.33333587999999,89.33333587999999,89.33333588000004,81.0,33.215275240299164,2.2781195845064817,27.779207290260413,32.96954725166666,33.0256483159375,33.10046654947916,52.770776367857145,81.0,102.2083569388975,2.1431143413697518,99.03207759062501,101.93416627260417,102.00472267673912,102.13199222284207,120.66885496357143,81.0,39.606292436895046,2.175608532920092,24.428145871914282,39.90605755645836,39.95228246864584,39.97473068231578,42.536810170108694,81.0,8.956532146812531,0.7154252977811845,4.671499966914284,8.766962215343755,8.844705571812499,8.965741525093753,10.879727740531246,81.0,-0.11595951263867683,0.003347919360503369,-0.12232827397916668,-0.11818291352083336,-0.11622567648958336,-0.11431182160416668,-0.10333965335416662,81.0,-0.10637582122107972,0.010073825953057218,-0.12655306458333337,-0.11565118779166665,-0.10199906939583332,-0.09888159498947367,-0.09256572719791667,81.0,0.0637481306344888,0.026213205771058096,-0.0008702799368421031,0.047525030389802096,0.0608150765281771,0.08337386509375,0.12346792611458335,81.0,57.16062907853523,17.868788573389097,31.53179120536843,39.47630262479168,54.32687540802085,69.89105757125002,95.71221434543482,81.0,56.852883907314386,17.957308441231604,31.348767190421047,39.05364886937499,53.953167318854156,69.54629572218751,95.65143775934784,81.0,78.12018436056654,11.312010591444523,46.174056846105266,68.37178548239585,78.30391987166665,85.89776841791671,97.05107025445653,81.0,78.10754479812954,11.304000140396623,46.15100912747367,68.38887135177082,78.3356458346875,85.89258782083334,96.94865740869564,81.0,75.27360801929419,9.823988184940442,56.14212834791666,65.69686835085714,78.51948014895832,83.96802043895835,89.20112840354166,81.0,86.47805232657016,1.6493998459351147,81.9283902644792,85.41417702402174,86.66191585895832,87.59760149343748,91.02601583389475,81.0,2.2111561725455258,7.95371785121631,0.12317856593750003,0.18554535667368408,0.19191878014583322,0.20514621201052624,52.85355377206524,81.0,6.671879822961172,0.04863001930820932,6.2449930464,6.671745405726315,6.6783102502604175,6.681914890833337,6.702920421968751,81.0,0.19392286878841763,0.017538073771069824,0.13336593935416663,0.18937563834736842,0.20292322043749988,0.20472862137500006,0.20925689384210536,81.0,-0.02503763102765135,0.013543102731178917,-0.04880434999999994,-0.034605438139534886,-0.029147772229166678,-0.014389745937499997,0.011059885791666668,81.0,-0.10889173338916727,0.020069440394821978,-0.15432181836458328,-0.12201375219607846,-0.11317953314583339,-0.09195336087500007,-0.06587449199999998,81.0,-0.0005084541538593139,0.00043975038439099124,-0.0015129664687499997,-0.000941107554347826,-0.0003473380520833337,-0.0002053613245097828,0.0001887432068750002,81.0,-0.004661895227789286,0.0011384311727078641,-0.007043239274509804,-0.005408862073684214,-0.004808588854166664,-0.0038664583229166623,-0.002421487177083338,81.0,0.0030927509394203974,0.009497991164494254,-0.02782251880208333,0.0002488604891304359,0.007356217246109374,0.008641945541666668,0.015404292274509805,81.0,4.703250573171287,0.23978055878842439,2.5986793458857145,4.71656276784375,4.7408480794631584,4.7585225452604165,4.780923078447917,81.0,5.493162761081282,0.2779472907321664,3.0405924861,5.518359983947913,5.525941560666666,5.536670992760418,5.568528943347367,81.0,0.044111600547229096,0.14359939391242685,-0.0014432052395833336,-0.00026980659659124584,-5.81461303784375e-05,9.488703610612729e-06,0.8349210205326087,81.0,2.494302689020813,0.10036392885291909,1.626109606657143,2.49596361815625,2.498292138145834,2.5016768204736843,2.5873031869574468,81.0,1.7337699027588982,0.09645785782835627,0.9600947828857143,1.712593536812501,1.7308942377395837,1.7819862638437496,1.8320866648958338,81.0,3006.7478903133506,302.69632787614285,1364.7551267159577,2873.9782765520827,3068.365781145833,3181.8930536666667,3496.3910878854163,81.0,0.03925746358921519,0.05359654605559933,0.007416241260416671,0.019351931583333332,0.026231435958333344,0.041507481208333336,0.3739527479895833,81.0,808.7323555722115,391.1356890937103,38.79526336010415,527.4334243984212,833.7246623872917,1088.998648272604,1860.5745497431376,81.0,90.24854004358274,134.2764578419625,49.730759268631566,50.422477943604655,50.67084451447914,54.528947392812476,924.3344079062499,81.0,833.4619544406364,509.6452739464384,15.1108192203125,539.0848223949062,786.3017594167604,1141.9998352924208,2116.2826155010416,81.0,1.627061648614523,0.04946686759431766,1.1989192166142861,1.6277836285368426,1.6312413898645826,1.637255078905263,1.6625561237578947,81.0,2.41006787352781,0.09363113680309376,1.579507726328571,2.41676001003125,2.4199096585104174,2.42424055434375,2.4359214206458333,81.0,23.98869919310876,0.8467648389144444,16.518091866128568,24.001829842812494,24.0986177125,24.16323733354166,24.227830469583324,81.0,5.631698358068686,0.23957734293956887,3.5631773822142847,5.641243427989582,5.669555252421051,5.693420122062502,5.732255210510416,81.0,2.904529709195027,0.42838875411369365,2.0260837089857144,2.4692967085684216,2.9048491489574464,3.2930477547500003,3.5240514740624995,81.0,2.9307131252633982,0.42998838299473324,2.012000357571429,2.5453237257684203,2.8884020245789466,3.354703353336841,3.9325215194534873,81.0,0.26841498154315996,0.03524990270419496,0.22587562535789485,0.25981542308333333,0.2640235268229167,0.27310323308333323,0.5670921502142857,81.0,5.375012423030296,0.26315076707170343,3.085574639728571,5.3915277719583345,5.414000665093752,5.438937519947917,5.473628113708332,81.0,5.269388734114366,0.25630102563295404,3.036300246242855,5.284887020760416,5.306970407583334,5.330983628802083,5.364367172156247,81.0,0.29270114424256566,0.03918459723801963,0.24775797318085116,0.2783944671473683,0.28356073598958326,0.3012991063645833,0.5687837264428572,81.0,0.7129484193116489,0.017501506309901056,0.6681410365851065,0.70488989784375,0.7122593397708336,0.721640056,0.8053541838857143,81.0,-0.018903777527809126,0.0011622457038633625,-0.021483921085106376,-0.019946372821052633,-0.018492426645833334,-0.017969507989583345,-0.017178806,81.0,-0.015888131955681124,0.00460064553324857,-0.02561452267708335,-0.019539334843750006,-0.01612465565714286,-0.012734574968750002,-0.006847946625044401,81.0,0.002897071697952874,0.00029190461762906145,0.002441406000000005,0.002567118843750003,0.0030082216145833323,0.00313373815116279,0.0033386764687499994,81.0,32.321833450605524,1.9797276577197744,15.348041404928573,32.22591070873683,32.44288178375,32.9564608531579,33.46481053083334
