index,Date,production_1,production_2,production_3,Total production (ton),production_1%,production_2%,production_3%,Clusters,outlier
251,2019-11-29,37.410000000000004,33.11905952976488,68.32860000000007,138.85765952976493,0.2694125777914394,0.2385108581112562,0.49207656409730455,0,1
252,2019-11-30,44.19000000000001,33.10280140070035,68.7286,146.02140140070037,0.3026268723359072,0.22669828588935578,0.47067484177473695,0,0
253,2019-12-01,47.06,30.475237618809405,68.34929999999996,145.88453761880936,0.3225838787861532,0.20889971011485822,0.4685164110989886,0,0
254,2019-12-02,44.22000000000001,28.264132066033017,69.22930000000001,141.71343206603302,0.3120381699555141,0.199445681711124,0.48851614833336204,0,0
255,2019-12-03,45.919999999999966,29.643571785892945,65.88860000000004,141.45217178589297,0.3246326968348433,0.20956604208779847,0.4658012610773581,0,0
256,2019-12-04,45.29000000000002,29.70735367683842,66.50719999999995,141.50455367683838,0.32006037136749144,0.2099392062299473,0.47000042240256135,0,0
257,2019-12-05,48.41,27.269884942471236,64.50860000000006,140.1884849424713,0.3453208016326438,0.19452300204015968,0.46015619632719656,0,0
258,2019-12-06,51.999999999999986,28.839419709854926,61.80859999999993,142.64801970985485,0.36453362693549934,0.2021718897220874,0.43329448334241316,0,0
259,2019-12-07,51.03000000000004,29.41095547773887,62.009299999999996,142.4502554777389,0.3582303157608211,0.20646474363350653,0.43530494060567243,0,0
260,2019-12-08,49.869999999999976,31.383191595797896,64.08,145.33319159579787,0.34314253648745924,0.21593960231108902,0.44091786120145177,0,0
261,2019-12-09,50.77,21.48449224612306,63.59930000000001,135.85379224612308,0.3737105837135647,0.15814422174686238,0.4681451945395729,0,0
262,2019-12-10,50.31000000000001,18.530515257628814,61.06970000000003,129.91021525762886,0.3872674669981012,0.14264094029003332,0.4700915927118654,0,0
263,2019-12-11,51.67,17.56753376688344,61.889999999999944,131.1275337668834,0.39404386337241853,0.13397288320937037,0.47198325341821096,0,0
264,2019-12-12,52.37999999999998,17.01975987993997,61.38000000000003,130.77975987993997,0.4005206925604276,0.13014062646669985,0.4693386809728726,0,1
265,2019-12-13,55.09000000000001,16.967233616808404,60.009300000000025,132.06653361680844,0.41713822943096135,0.1284748917999082,0.4543868787691304,0,1
268,2019-12-16,48.280000000000015,16.60455227613807,63.67859999999996,128.56315227613806,0.3755352847626234,0.1291548315529282,0.49530988368444834,0,0
269,2019-12-17,49.269999999999996,16.95222611305653,64.9837,131.20592611305653,0.37551657504818337,0.12920320457514445,0.49528022037667213,0,0
270,2019-12-18,51.379999999999995,19.02826413206603,63.80790000000002,134.21616413206604,0.3828152915280986,0.1417732674385076,0.4754114410333938,0,0
271,2019-12-19,51.62,28.387943971985994,63.59719999999996,143.60514397198597,0.3594578757573605,0.1976805508967271,0.4428615733459123,0,0
272,2019-12-20,45.41000000000001,26.220610305152576,50.40857036018014,122.03918066533274,0.37209361577514655,0.21485403427164254,0.4130523499532109,0,0
273,2019-12-21,51.99000000000001,24.781140570285142,58.083699999999936,134.8548405702851,0.3855256495068362,0.18376159480437368,0.4307127556887901,0,0
274,2019-12-22,52.79999999999997,24.508504252126063,59.295100000000026,136.60360425212605,0.3865198161429786,0.17941330601271174,0.43406687784430975,0,0
275,2019-12-23,52.84000000000002,25.191345672836416,59.205799999999996,137.23714567283645,0.3850269527316373,0.1835606937854186,0.431412353482944,0,0
276,2019-12-24,53.55999999999998,25.4552276138069,61.245100000000015,140.2603276138069,0.3818613638738404,0.18148558503225073,0.4366530510939088,0,0
277,2019-12-25,52.68000000000002,24.329664832416206,62.513,139.52266483241624,0.3775730635827171,0.17437786800903712,0.4480490684082457,0,0
278,2019-12-26,52.36999999999999,22.953976988494247,62.963699999999996,138.28767698849424,0.378703302712629,0.1659871471440225,0.45530955014334845,0,0
279,2019-12-27,50.910000000000025,23.878189094547274,63.85649999999998,138.6446890945473,0.36719762100142533,0.17222577547318668,0.46057660352538793,0,0
280,2019-12-28,53.21999999999999,24.078289144572285,62.214400000000005,139.51268914457228,0.3814706771571861,0.17258852432857036,0.44594079851424356,0,0
281,2019-12-29,53.429999999999964,23.40920460230115,60.76650000000001,137.6057046023011,0.388283321206921,0.170117980718582,0.44159869807449714,0,0
282,2019-12-30,52.89000000000003,23.445472736368185,62.765799999999956,139.10127273636817,0.38022657132864524,0.16854966367420118,0.45122376499715355,0,0
283,2019-12-31,49.37,25.305152576288144,62.59860000000005,137.2737525762882,0.35964632038862077,0.18434079422594002,0.4560128853854392,0,0
89,2019-04-04,31.150000000000006,26.74087043521761,27.822922011005552,85.71379244622317,0.36341875806677804,0.311978617116899,0.3246026248163229,1,0
92,2019-04-07,37.41999999999998,26.48824412206103,16.226699999999934,80.13494412206094,0.46696232723394826,0.33054548689413615,0.2024921858719156,1,0
93,2019-04-08,33.18000000000002,25.679089544772385,20.44020000000001,79.29928954477242,0.4184148457126665,0.32382496352976725,0.2577601907575662,1,0
95,2019-04-10,32.65,26.161830915457728,30.788567521260635,89.60039843671836,0.3643957010197846,0.2919834216355066,0.34362087734470875,1,0
135,2019-05-20,31.770000000000024,28.38169084542271,34.413148841087235,94.56483968650997,0.3359599625539484,0.3001294237848897,0.36391061366116184,1,0
157,2019-08-20,13.749999999999986,22.368684342171086,12.297256228114064,48.41594057028514,0.28399737437795286,0.4620107361066052,0.2539918895154419,1,0
175,2019-09-07,19.23,27.078539269634817,20.742182691345754,67.05072196098058,0.2867978067587503,0.4038515690463836,0.30935062419486603,1,0
176,2019-09-08,34.15000000000001,29.584792396198097,32.96364794063694,96.69844033683505,0.3531597808717847,0.3059490131706752,0.3408912059575401,1,0
213,2019-10-15,39.980000000000004,29.856178089044523,12.819999999999865,82.65617808904439,0.483690401907164,0.361209274119605,0.15510032397323104,1,0
266,2019-12-14,16.710000000000036,16.42446223111556,9.443253339169525,42.577715570285115,0.3924588197414214,0.38575254710419815,0.2217886331543806,1,0
0,2019-01-01,65.13,25.168834417208604,49.80929999999998,140.1081344172086,0.464855236784885,0.17963863784141057,0.35550612537370435,2,0
1,2019-01-02,65.67,25.483991995997997,47.63000000000002,138.783991995998,0.4731813738424073,0.18362342536402076,0.3431952007935719,2,0
8,2019-01-13,58.67999999999998,28.826913456728363,55.45860000000002,142.96551345672836,0.41044863604648796,0.20163543472638568,0.38791592922712637,2,0
9,2019-01-14,65.48,28.410455227613806,49.15999999999994,143.05045522761375,0.45774059156828234,0.1986044377307902,0.3436549707009275,2,0
10,2019-01-15,65.65000000000005,26.268134067033515,48.32000000000005,140.23813406703363,0.4681322982279516,0.18731092111135322,0.34455678066069506,2,0
11,2019-01-16,65.54999999999998,25.787893946973487,49.39929999999996,140.73719394697343,0.46576173761640954,0.18323439045324277,0.35100387193034766,2,0
12,2019-01-17,66.20999999999998,25.236368184092047,49.49860000000005,140.9449681840921,0.4697578129466905,0.17905121771449217,0.3511909693388172,2,0
13,2019-01-18,65.50000000000003,27.419959979989994,48.74929999999999,141.66925997999002,0.4623444776181617,0.19354911562228044,0.34410640675955784,2,0
14,2019-01-19,65.50999999999999,25.581540770385192,47.98860000000006,139.08014077038524,0.4710233944050568,0.18393381419291996,0.3450427914020232,2,0
15,2019-01-20,66.94,25.579039519759878,48.56929999999993,141.0883395197598,0.47445451713339404,0.18129804069440808,0.3442474421721978,2,0
16,2019-01-21,58.610000000000014,25.362681340670335,55.49930000000005,139.4719813406704,0.4202277721777025,0.18184786002803066,0.3979243677942668,2,0
18,2019-01-23,29.02000000000001,13.813312906453225,13.846187843921912,56.67950075037515,0.5120016869557189,0.24370914922643877,0.24428916381784235,2,1
31,2019-02-05,16.26999999999999,8.190762047690512,8.817624095381037,33.278386143071536,0.4889059201985177,0.24612858365416274,0.2649654961473196,2,0
32,2019-02-06,41.06000000000002,15.847793688510922,16.43482557111889,73.34261925962983,0.5598382006872337,0.2160789163039077,0.2240828830088586,2,1
33,2019-02-07,65.59,26.595797898949474,46.85929999999994,139.04509789894942,0.4717174570776118,0.19127461737829754,0.33700792554409065,2,0
34,2019-02-08,64.8,26.807153576788394,48.330000000000034,139.93715357678843,0.46306501414180873,0.1915656628107586,0.3453693230474326,2,0
35,2019-02-09,65.33000000000001,27.29489744872436,47.648599999999995,140.27349744872436,0.4657330229032093,0.1945834241332847,0.33968355296350605,2,0
36,2019-02-10,65.25,24.833666833416707,47.438599999999994,137.52226683341672,0.47446861880948005,0.18057924294905778,0.34495213824146204,2,0
37,2019-02-11,65.22999999999999,25.84792396198099,46.438599999999994,137.51652396198097,0.4743429961772016,0.1879623133080875,0.33769469051471096,2,0
38,2019-02-12,65.03999999999999,26.281890945472735,47.96930000000002,139.29119094547275,0.4669354864333144,0.1886830801508554,0.3443814334158302,2,0
39,2019-02-13,66.52999999999999,24.26713356678339,46.817199999999985,137.61433356678336,0.4834525465162639,0.17634161309953011,0.34020584038420604,2,0
40,2019-02-14,66.67,24.167083541770886,47.038600000000045,137.8756835417709,0.4835515464900786,0.17528169522691223,0.34116675828300935,2,0
41,2019-02-15,66.66999999999999,25.247623811905953,47.63000000000001,139.54762381190596,0.47775804545309514,0.18092478483142663,0.34131716971547815,2,0
42,2019-02-16,65.29000000000002,25.36018009004502,46.90789999999989,137.55808009004494,0.4746358771310378,0.1843597996820278,0.3410043231869344,2,0
43,2019-02-17,66.48999999999998,25.382691345672836,46.92930000000008,138.8019913456729,0.4790277095838855,0.18286979242581403,0.33810249799030057,2,0
44,2019-02-18,66.31000000000002,25.35142571285643,43.85000000000001,135.51142571285646,0.4893314320263176,0.18707961767427,0.32358895029941226,2,0
45,2019-02-19,66.60000000000001,25.345172586293145,45.07929999999999,137.02447258629314,0.4860445637406683,0.18496821850805997,0.32898721775127177,2,0
46,2019-02-20,66.31,25.461480740370185,45.71859999999999,137.49008074037016,0.4822893378411546,0.18518776484283586,0.3325228973160097,2,0
47,2019-02-21,67.17999999999998,25.597798899449725,45.8893,138.6670988994497,0.48446964372358825,0.18459893588753307,0.3309314203888786,2,0
48,2019-02-22,65.90000000000002,25.53151575787894,46.19929999999995,137.6308157578789,0.4788171866679317,0.18550726170797505,0.3356755516240933,2,0
49,2019-02-23,66.70999999999998,25.39394697348674,45.76000000000005,137.86394697348678,0.48388285309160106,0.18419570548324982,0.33192144142514907,2,0
50,2019-02-24,66.15,25.3751875937969,47.498600000000046,139.02378759379695,0.4758178520734787,0.18252407039821653,0.3416580775283047,2,0
51,2019-02-25,66.99999999999999,25.43896948474237,46.80789999999989,139.24686948474226,0.48115982964587506,0.18268970483052618,0.3361504655235986,2,0
52,2019-02-26,65.59,26.36818409204602,47.50930000000007,139.4674840920461,0.4702888305973294,0.18906330937068802,0.3406478600319825,2,0
53,2019-02-27,67.25000000000003,26.486993496748372,47.20929999999998,140.94629349674838,0.47713209288154484,0.18792259689581284,0.3349453102226423,2,0
54,2019-02-28,64.96,26.295647823911956,48.41000000000001,139.66564782391197,0.46511079146606216,0.18827570153159676,0.34661350700234106,2,0
55,2019-03-01,63.789999999999985,25.726613306653327,49.658600000000035,139.17521330665335,0.4583431092679379,0.1848505398009938,0.3568063509310683,2,0
56,2019-03-02,63.41999999999999,26.34942471235618,48.98859999999992,138.75802471235608,0.4570546469760504,0.18989478098278106,0.3530505720411686,2,0
57,2019-03-03,66.88999999999999,27.626313156578288,46.628600000000006,141.1449131565783,0.4739101006480903,0.1957301367703645,0.3303597625815451,2,0
58,2019-03-04,65.85000000000002,26.82091045522761,45.80860000000011,138.47951045522774,0.47552161170652174,0.19368143609880226,0.33079695219467603,2,0
59,2019-03-05,66.61999999999999,25.542771385692845,46.59999999999991,138.76277138569276,0.48009995285283624,0.18407510264187799,0.33582494450528566,2,0
60,2019-03-06,66.72000000000001,24.34592296148074,46.20000000000002,137.26592296148078,0.48606382822867705,0.17736319718851581,0.336572974582807,2,0
61,2019-03-07,65.37,24.040770385192594,46.28930000000001,135.7000703851926,0.48172414217946563,0.17716107528132788,0.3411147825392067,2,0
62,2019-03-08,66.86000000000001,25.692846423211606,45.69789999999996,138.25074642321158,0.4836140254558117,0.1858423703880843,0.330543604156104,2,0
63,2019-03-09,66.78,25.645322661330663,45.58880000000005,138.0141226613307,0.4838635257919925,0.18581665533070887,0.3303198188772987,2,0
64,2019-03-10,66.39999999999998,26.744622311155577,45.707899999999974,138.85252231115552,0.47820521294675356,0.1926117139681725,0.329183073085074,2,0
65,2019-03-11,66.26,27.83016508254127,45.60720000000002,139.6973650825413,0.47431102197847297,0.19921753761137584,0.3264714404101512,2,0
66,2019-03-12,66.42,28.06153076538269,44.593000000000025,139.07453076538272,0.4775856487486544,0.20177332694166844,0.32064102430967717,2,0
67,2019-03-13,65.34000000000003,29.44097048524262,29.37789999999991,124.15887048524256,0.5262612308297884,0.2371233756410659,0.2366153935291458,2,1
68,2019-03-14,66.74,28.853176588294147,39.35860000000004,134.9517765882942,0.494547027740197,0.2138036068715,0.29164936538830294,2,0
69,2019-03-15,66.68,28.890695347673837,40.07929999999993,135.64999534767378,0.49155917646069774,0.2129797002471425,0.2954611232921597,2,0
70,2019-03-16,66.47000000000003,27.750125062531264,45.18790000000004,139.40802506253135,0.47680181948051387,0.19905686957464586,0.3241413109448401,2,0
71,2019-03-17,66.51999999999997,28.785642821410704,44.197199999999995,139.50284282141067,0.4768361608598745,0.20634448903856123,0.31681935010156426,2,0
72,2019-03-18,66.61000000000004,28.534267133566782,41.05719999999998,136.2014671335668,0.48905493752632295,0.20950043882849279,0.30144462364518426,2,0
73,2019-03-19,66.27,28.646823411705853,45.39720000000008,140.31402341170593,0.47229776745516167,0.20416222637740958,0.3235400061674288,2,0
74,2019-03-20,66.75,28.66058029014507,44.88930000000005,140.29988029014513,0.47576662119710034,0.20428086061708658,0.319952518185813,2,0
75,2019-03-21,66.50999999999996,28.778139069534767,45.33929999999997,140.62743906953472,0.4729517968901744,0.2046409950998618,0.3224072080099637,2,0
76,2019-03-22,65.78,28.264132066033017,44.999300000000005,139.043432066033,0.4730895880702979,0.2032755639447257,0.32363484798497655,2,0
77,2019-03-23,65.94000000000001,28.758129064532266,45.18790000000004,139.88602906453232,0.47138374318696635,0.20558256787220364,0.32303368894083,2,0
78,2019-03-24,67.01999999999998,29.749874937468732,44.72929999999996,141.49917493746867,0.4736423376999722,0.210247691907856,0.3161099703921718,2,0
79,2019-03-25,65.32000000000002,4.651075537768884,46.13790000000003,116.10897553776894,0.5625749404597249,0.04005784665851213,0.3973672128817629,2,1
90,2019-04-05,51.83000000000001,26.66208104052026,40.31809999999994,118.8101810405202,0.436242075772306,0.2244090599561258,0.3393488642715682,2,0
